sexe;age;presence_enfant_conduite_accompagne;presence_enfants;tranche_de_revenus;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tarif_devis;D_aléatoire
F;68;Non;Oui;[20k€, 40k€];Commercial;z_SUV;no;3;4.0;Highly Urban/ Urban;27/04/2022;complet;dev_express;253,56;54067-386
M;15;Non;Non;[40k€+];Private;Minivan;no;4;19.0;Highly Urban/ Urban;16/02/2022;complet;dev_express;276,9;35004-387
F;92;Non;Non;Inconnus;Private;Pickup;no;0;14.0;Highly Urban/ Urban;06/03/2022;complet;dev_integral;293,95;51694-388
M;42;Non;Non;[20k€, 40k€];Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;07/01/2022;complet;dev_express;274,3;58214-389
M;75;Non;Oui;[40k€+];Private;Minivan;yes;0;16.0;Highly Urban/ Urban;23/02/2022;complet;dev_express;273,49;98963-390
F;44;Oui;Oui;[40k€+];Private;z_SUV;no;0;12.0;Highly Urban/ Urban;11/04/2022;complet;dev_integral;291,08;18412-391
F;40;Non;Non;Inconnus;Private;Sports Car;no;1;15.0;Highly Urban/ Urban;16/03/2022;complet;dev_integral;304,57;82896-392
F;46;Non;Non;[0, 20k€];Commercial;Minivan;no;2;11.0;Highly Urban/ Urban;13/05/2022;complet;dev_express;281,08;85759-393
M;50;Non;Non;[40k€+];Commercial;Panel Truck;yes;1;7.0;Highly Urban/ Urban;08/01/2022;complet;dev_express;278,25;38592-394
F;74;Non;Non;[40k€+];Private;Van;yes;0;3.0;Highly Urban/ Urban;13/03/2022;complet;dev_express;269,56;45889-395
M;80;Non;Non;[20k€, 40k€];Commercial;Pickup;yes;3;8.0;Highly Urban/ Urban;05/01/2022;complet;dev_express;266,91;89617-396
F;40;Oui;Oui;[40k€+];Commercial;Pickup;no;1;8.0;Highly Urban/ Urban;17/02/2022;complet;dev_premium;436,75;51075-397
M;94;Non;Non;[0, 20k€];Private;z_SUV;no;0;16.0;z_Highly Rural/ Rural;14/04/2022;complet;dev_premium;346,53;30351-398
M;80;Non;Non;[0, 20k€];Private;z_SUV;no;2;10.0;Highly Urban/ Urban;10/02/2022;complet;dev_express;259,31;87658-399
M;74;Oui;Oui;[40k€+];Commercial;Minivan;no;0;9.0;z_Highly Rural/ Rural;17/04/2022;complet;dev_integral;296,6;58486-400
F;16;Non;Non;Inconnus;Commercial;Sports Car;no;7;1.0;Highly Urban/ Urban;15/02/2022;complet;dev_integral;333,2;25180-401
M;6;Non;Non;[40k€+];Commercial;Panel Truck;no;0;5.0;Highly Urban/ Urban;07/04/2022;complet;dev_integral;309,22;45622-402
M;91;Non;Oui;[0, 20k€];Private;z_SUV;no;8;5.0;Highly Urban/ Urban;11/01/2022;complet;dev_express;266,33;50717-403
M;67;Non;Non;[40k€+];Commercial;Panel Truck;no;0;16.0;Highly Urban/ Urban;29/01/2022;complet;dev_express;283,22;86129-404
M;61;Non;Non;[40k€+];Commercial;Panel Truck;yes;5;19.0;Highly Urban/ Urban;27/01/2022;complet;dev_express;267,29;91101-405
F;6;Non;Oui;[40k€+];Private;Minivan;no;0;7.0;Highly Urban/ Urban;09/04/2022;complet;dev_integral;286,38;90529-406
F;23;Non;Oui;[40k€+];Commercial;z_SUV;no;0;8.0;Highly Urban/ Urban;04/02/2022;complet;dev_integral;290,17;63509-407
M;12;Non;Oui;[40k€+];Private;Minivan;no;2;9.0;Highly Urban/ Urban;13/04/2022;complet;dev_premium;351,77;98031-408
M;42;Non;Non;Inconnus;Commercial;Van;yes;1;14.0;Highly Urban/ Urban;01/03/2022;complet;dev_premium;386,43;13216-409
F;65;Non;Non;[0, 20k€];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;13/02/2022;complet;dev_premium;345,84;90662-410
M;66;Non;Oui;[20k€, 40k€];Commercial;Van;yes;2;1.0;Highly Urban/ Urban;27/03/2022;complet;dev_integral;323,63;38489-411
M;52;Non;Non;[40k€+];Private;Sports Car;no;0;14.0;Highly Urban/ Urban;26/03/2022;complet;dev_express;254,9;36127-412
F;83;Non;Non;[40k€+];Private;Pickup;no;0;;Highly Urban/ Urban;05/04/2022;complet;dev_premium;400,38;48737-413
F;11;Non;Non;[0, 20k€];Private;z_SUV;no;2;16.0;z_Highly Rural/ Rural;23/01/2022;complet;dev_premium;486,84;89119-414
M;79;Non;Non;[40k€+];Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;14/02/2022;complet;dev_integral;297,43;33394-415
F;58;Non;Non;[20k€, 40k€];Private;Pickup;no;0;;Highly Urban/ Urban;31/03/2022;complet;dev_express;278,49;86534-416
M;53;Non;Non;[0, 20k€];Private;Pickup;no;1;1.0;Highly Urban/ Urban;11/05/2022;complet;dev_integral;336,95;62711-417
F;40;Non;Oui;[0, 20k€];Private;z_SUV;no;7;1.0;Highly Urban/ Urban;24/03/2022;complet;dev_integral;332,19;28346-418
M;75;Non;Non;[0, 20k€];Private;Pickup;no;6;1.0;Highly Urban/ Urban;29/03/2022;complet;dev_express;262,21;88947-419
F;38;Non;Oui;Inconnus;Commercial;Panel Truck;yes;0;1.0;Highly Urban/ Urban;02/01/2022;complet;dev_integral;312,99;67248-420
M;71;Oui;Oui;[20k€, 40k€];Commercial;Pickup;yes;5;1.0;Highly Urban/ Urban;29/05/2022;complet;dev_integral;327,81;62120-421
M;18;Non;Non;[40k€+];Private;Van;no;11;16.0;Highly Urban/ Urban;18/04/2022;complet;dev_integral;328,43;89423-422
M;68;Non;Non;[0, 20k€];Private;Minivan;no;2;1.0;z_Highly Rural/ Rural;17/04/2022;complet;dev_integral;308,61;37673-423
M;85;Non;Non;[40k€+];Commercial;Minivan;yes;6;7.0;Highly Urban/ Urban;08/03/2022;complet;dev_integral;327,04;49217-424
F;91;Non;Non;[40k€+];Private;Sports Car;no;0;12.0;Highly Urban/ Urban;28/04/2022;complet;dev_express;279,62;66225-425
M;49;Non;Non;[40k€+];Commercial;z_SUV;no;1;7.0;z_Highly Rural/ Rural;05/04/2022;complet;dev_premium;468,07;20956-426
M;44;Oui;Oui;[20k€, 40k€];Commercial;Minivan;no;0;5.0;Highly Urban/ Urban;30/03/2022;complet;dev_premium;517,59;91903-427
F;61;Non;Non;[40k€+];Private;Minivan;no;2;1.0;Highly Urban/ Urban;09/04/2022;complet;dev_integral;305,85;62516-428
F;65;Non;Non;[40k€+];Commercial;Panel Truck;no;6;18.0;Highly Urban/ Urban;06/05/2022;complet;dev_express;276,68;91902-429
F;73;Oui;Oui;[40k€+];Private;z_SUV;no;4;11.0;z_Highly Rural/ Rural;29/04/2022;complet;dev_integral;332,02;14564-430
F;50;Non;Non;[20k€, 40k€];Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;03/01/2022;complet;dev_express;263,56;39620-431
M;22;Non;Non;[40k€+];Commercial;Panel Truck;yes;1;4.0;z_Highly Rural/ Rural;09/05/2022;complet;dev_vip;990,87;46821-432
F;94;Non;Non;Inconnus;Commercial;Pickup;yes;0;17.0;Highly Urban/ Urban;22/01/2022;complet;dev_integral;283,1;44773-433
F;11;Non;Non;[20k€, 40k€];Private;Minivan;no;0;15.0;Highly Urban/ Urban;29/04/2022;complet;dev_express;251,78;13268-434
F;75;Non;Non;[40k€+];Commercial;Panel Truck;yes;5;;Highly Urban/ Urban;24/02/2022;complet;dev_integral;317,55;52613-435
F;60;Non;Non;[0, 20k€];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;01/04/2022;complet;dev_express;260,14;99399-436
F;85;Non;Non;[40k€+];Commercial;Pickup;no;3;13.0;Highly Urban/ Urban;12/02/2022;complet;dev_express;257,05;90690-437
F;61;Non;Oui;[40k€+];Private;Van;yes;0;12.0;Highly Urban/ Urban;19/04/2022;complet;dev_integral;314,58;80171-438
M;81;Non;Oui;[0, 20k€];Commercial;z_SUV;no;2;6.0;Highly Urban/ Urban;06/02/2022;complet;dev_premium;403,76;12891-439
F;62;Non;Oui;[0, 20k€];Private;Sports Car;no;0;9.0;Highly Urban/ Urban;07/01/2022;complet;dev_integral;286,7;10928-440
F;31;Non;Non;[0, 20k€];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;19/03/2022;complet;dev_premium;372,86;63166-441
F;74;Non;Non;Inconnus;Private;Pickup;no;0;;Highly Urban/ Urban;10/03/2022;complet;dev_integral;312,17;89887-442
F;52;Non;Non;[20k€, 40k€];Commercial;Pickup;yes;0;19.0;Highly Urban/ Urban;08/05/2022;complet;dev_integral;330,35;69584-443
F;89;Non;Oui;[40k€+];Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;09/03/2022;complet;dev_express;277,86;88495-444
M;75;Non;Non;[0, 20k€];Private;z_SUV;no;2;15.0;Highly Urban/ Urban;20/04/2022;complet;dev_express;262,75;24286-445
F;82;Non;Non;[40k€+];Commercial;Pickup;yes;3;1.0;Highly Urban/ Urban;05/04/2022;complet;dev_integral;309,76;50191-446
M;50;Non;Oui;[40k€+];Private;z_SUV;no;4;9.0;Highly Urban/ Urban;20/05/2022;complet;dev_integral;286,59;29307-447
M;66;Non;Oui;[0, 20k€];Private;z_SUV;no;1;6.0;Highly Urban/ Urban;03/03/2022;complet;dev_integral;281,18;66015-448
F;71;Oui;Oui;[0, 20k€];Private;z_SUV;no;2;1.0;Highly Urban/ Urban;12/03/2022;complet;dev_express;279,9;57285-449
F;85;Non;Oui;[40k€+];Private;Sports Car;no;0;12.0;Highly Urban/ Urban;06/01/2022;complet;dev_express;250,4;23665-450
M;30;Non;Non;Inconnus;Commercial;Pickup;yes;7;4.0;Highly Urban/ Urban;17/01/2022;complet;dev_express;273,39;90750-451
F;93;Non;Oui;[0, 20k€];Private;z_SUV;no;1;8.0;Highly Urban/ Urban;04/03/2022;complet;dev_integral;313,04;35196-452
F;54;Non;Non;[40k€+];Private;z_SUV;no;0;20.0;Highly Urban/ Urban;28/02/2022;complet;dev_premium;494,82;29328-453
M;40;Non;Non;[40k€+];Commercial;Van;no;0;4.0;Highly Urban/ Urban;22/03/2022;complet;dev_express;251,72;91566-454
F;26;Non;Oui;[40k€+];Commercial;Minivan;no;0;10.0;Highly Urban/ Urban;09/05/2022;complet;dev_express;264,01;88324-455
F;38;Non;Non;[40k€+];Commercial;Pickup;no;0;;Highly Urban/ Urban;11/03/2022;complet;dev_integral;286,08;23891-456
F;54;Non;Non;[40k€+];Commercial;Van;yes;5;1.0;Highly Urban/ Urban;19/02/2022;complet;dev_integral;315,16;20417-457
F;38;Non;Oui;[0, 20k€];Private;Sports Car;no;2;8.0;Highly Urban/ Urban;28/04/2022;complet;dev_premium;462,31;24880-458
M;29;Non;Non;[40k€+];Private;Pickup;yes;0;1.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;291,06;43522-459
M;38;Oui;Oui;[40k€+];Private;Minivan;yes;1;1.0;Highly Urban/ Urban;17/01/2022;complet;dev_integral;289,12;87775-460
M;60;Non;Non;[0, 20k€];Private;z_SUV;no;0;9.0;z_Highly Rural/ Rural;12/03/2022;complet;dev_premium;397,59;26362-461
M;49;Non;Non;[40k€+];Private;Sports Car;no;1;5.0;Highly Urban/ Urban;14/04/2022;complet;dev_express;265,08;91528-462
M;35;Non;Non;[40k€+];Commercial;Panel Truck;no;0;12.0;Highly Urban/ Urban;17/02/2022;complet;dev_express;253,09;36925-463
F;60;Non;Non;[40k€+];Private;Minivan;no;2;11.0;Highly Urban/ Urban;19/04/2022;complet;dev_integral;281,06;85740-464
M;76;Oui;Oui;[0, 20k€];Commercial;Pickup;no;0;5.0;z_Highly Rural/ Rural;18/05/2022;complet;dev_integral;289,84;62765-465
M;88;Non;Non;[40k€+];Commercial;Pickup;yes;1;12.0;z_Highly Rural/ Rural;13/03/2022;complet;dev_express;284,8;72454-466
F;3;Oui;Oui;[40k€+];Commercial;Van;yes;0;;Highly Urban/ Urban;11/05/2022;complet;dev_express;284,12;33245-467
F;13;Non;Non;[40k€+];Commercial;Panel Truck;no;1;;Highly Urban/ Urban;11/01/2022;complet;dev_premium;457,31;48918-468
F;21;Non;Non;[20k€, 40k€];Private;z_SUV;no;2;6.0;Highly Urban/ Urban;09/05/2022;complet;dev_integral;320,19;45722-469
F;59;Oui;Oui;[0, 20k€];Commercial;Minivan;no;6;1.0;Highly Urban/ Urban;04/01/2022;complet;dev_integral;321,29;26779-470
F;57;Non;Oui;[0, 20k€];Private;z_SUV;no;7;6.0;Highly Urban/ Urban;30/05/2022;complet;dev_express;257,35;83067-471
M;30;Non;Non;[40k€+];Private;Minivan;yes;1;9.0;Highly Urban/ Urban;06/03/2022;complet;dev_express;258,32;34839-472
M;25;Non;Oui;[20k€, 40k€];Private;z_SUV;no;7;4.0;Highly Urban/ Urban;19/01/2022;complet;dev_premium;487,49;57748-473
F;8;Non;Oui;[40k€+];Private;Pickup;no;2;9.0;Highly Urban/ Urban;20/04/2022;complet;dev_integral;332,47;61138-474
M;59;Non;Non;[0, 20k€];Private;z_SUV;no;1;1.0;Highly Urban/ Urban;24/05/2022;complet;dev_express;261,61;76328-475
F;23;Non;Oui;[0, 20k€];Private;z_SUV;no;8;1.0;Highly Urban/ Urban;26/03/2022;complet;dev_express;279,84;74855-476
F;78;Non;Non;[0, 20k€];Private;z_SUV;no;1;8.0;Highly Urban/ Urban;23/03/2022;complet;dev_integral;308,28;85954-477
M;30;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;18.0;Highly Urban/ Urban;12/04/2022;complet;dev_integral;283,25;98534-478
M;31;Non;Non;[40k€+];Private;Minivan;no;0;11.0;Highly Urban/ Urban;15/04/2022;complet;dev_integral;311,44;27962-479
F;70;Non;Non;[40k€+];Commercial;Pickup;yes;1;6.0;Highly Urban/ Urban;20/04/2022;complet;dev_express;254,57;56825-480
F;73;Non;Non;[20k€, 40k€];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;02/05/2022;complet;dev_integral;318,83;64045-481
F;69;Non;Oui;[0, 20k€];Private;Van;yes;6;1.0;Highly Urban/ Urban;21/05/2022;complet;dev_express;270,25;95775-482
F;26;Non;Oui;[40k€+];Private;z_SUV;no;0;;Highly Urban/ Urban;01/03/2022;complet;dev_express;280,86;22455-483
F;54;Oui;Oui;[40k€+];Private;Minivan;no;3;7.0;Highly Urban/ Urban;10/05/2022;complet;dev_premium;474,7;28257-484
F;73;Non;Non;[40k€+];Private;Sports Car;no;1;10.0;Highly Urban/ Urban;06/03/2022;complet;dev_integral;314,87;46719-485
F;6;Non;Non;[0, 20k€];Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;26/05/2022;complet;dev_integral;298,09;29411-486
F;24;Oui;Oui;[20k€, 40k€];Private;Sports Car;no;1;1.0;Highly Urban/ Urban;25/04/2022;complet;dev_integral;292,34;90506-487
M;62;Non;Non;[20k€, 40k€];Commercial;z_SUV;no;0;1.0;z_Highly Rural/ Rural;29/05/2022;complet;dev_premium;325,92;54861-488
M;10;Non;Oui;[20k€, 40k€];Private;Sports Car;no;5;10.0;Highly Urban/ Urban;03/02/2022;complet;dev_express;260,98;96707-489
M;30;Non;Oui;[20k€, 40k€];Commercial;Minivan;no;0;8.0;Highly Urban/ Urban;16/05/2022;complet;dev_express;273,65;20285-490
F;60;Oui;Oui;[40k€+];Private;z_SUV;no;1;10.0;Highly Urban/ Urban;15/05/2022;complet;dev_express;269,08;42772-491
M;76;Non;Oui;[40k€+];Private;z_SUV;no;2;6.0;Highly Urban/ Urban;28/05/2022;complet;dev_express;266,44;67133-492
F;77;Non;Non;[0, 20k€];Commercial;Pickup;yes;2;11.0;z_Highly Rural/ Rural;27/03/2022;complet;dev_integral;283,43;93777-493
M;52;Non;Non;[20k€, 40k€];Private;z_SUV;no;4;1.0;Highly Urban/ Urban;03/02/2022;complet;dev_integral;334,71;86954-494
F;10;Non;Non;[40k€+];Commercial;Panel Truck;yes;4;8.0;Highly Urban/ Urban;06/05/2022;complet;dev_premium;527,56;89365-495
F;23;Non;Non;[20k€, 40k€];Private;Minivan;no;3;;z_Highly Rural/ Rural;12/05/2022;complet;dev_premium;386,65;72233-496
F;74;Non;Non;[40k€+];Commercial;Van;yes;1;13.0;Highly Urban/ Urban;15/01/2022;complet;dev_integral;297,77;66690-497
M;15;Oui;Oui;[0, 20k€];Commercial;Pickup;yes;1;1.0;Highly Urban/ Urban;24/01/2022;complet;dev_integral;332,21;95856-498
M;51;Non;Non;[40k€+];Private;Pickup;no;0;19.0;Highly Urban/ Urban;17/03/2022;complet;dev_integral;327,59;35292-499
M;94;Non;Non;[0, 20k€];Private;z_SUV;no;1;9.0;z_Highly Rural/ Rural;29/03/2022;complet;dev_integral;302,86;56007-500
M;21;Non;Non;[40k€+];Private;Pickup;yes;0;;Highly Urban/ Urban;10/05/2022;complet;dev_express;273,02;17362-501
F;62;Non;Non;[40k€+];Private;Minivan;no;0;15.0;Highly Urban/ Urban;14/03/2022;complet;dev_express;263,93;45393-502
F;77;Non;Non;[20k€, 40k€];Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;31/05/2022;complet;dev_premium;522,24;81004-503
F;8;Non;Non;[40k€+];Private;z_SUV;no;0;7.0;Highly Urban/ Urban;10/05/2022;complet;dev_integral;332,65;74278-504
F;60;Non;Oui;[20k€, 40k€];Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;14/05/2022;complet;dev_express;253,61;10229-505
F;88;Non;Non;[40k€+];Commercial;Van;no;2;12.0;Highly Urban/ Urban;07/05/2022;complet;dev_express;252,16;21984-506
F;55;Non;Non;[40k€+];Private;Pickup;yes;1;1.0;z_Highly Rural/ Rural;17/05/2022;complet;dev_integral;329,41;93748-507
M;54;Non;Non;[0, 20k€];Commercial;Minivan;yes;0;8.0;Highly Urban/ Urban;17/03/2022;complet;dev_integral;298,3;62915-508
F;47;Non;Non;[40k€+];Commercial;Van;yes;3;10.0;Highly Urban/ Urban;15/03/2022;complet;dev_premium;430,52;61467-509
F;54;Non;Non;[40k€+];Private;Minivan;no;0;13.0;Highly Urban/ Urban;30/03/2022;complet;dev_express;272,23;67612-510
F;61;Non;Non;[40k€+];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;21/01/2022;complet;dev_express;263,8;72994-511
M;64;Non;Oui;[0, 20k€];Commercial;z_SUV;no;2;1.0;Highly Urban/ Urban;18/01/2022;complet;dev_express;259,98;53704-512
F;20;Non;Non;[0, 20k€];Commercial;Minivan;yes;1;17.0;Highly Urban/ Urban;19/04/2022;complet;dev_integral;286,67;97513-513
M;59;Non;Non;[20k€, 40k€];Commercial;Pickup;yes;0;7.0;z_Highly Rural/ Rural;18/05/2022;complet;dev_premium;372,34;55121-514
M;58;Non;Non;[40k€+];Private;Minivan;no;0;21.0;Highly Urban/ Urban;04/04/2022;complet;dev_express;268;52222-515
M;57;Non;Oui;[40k€+];Private;Minivan;yes;0;8.0;Highly Urban/ Urban;25/03/2022;complet;dev_integral;319,24;38078-516
F;63;Non;Oui;[40k€+];Commercial;Minivan;no;7;1.0;Highly Urban/ Urban;23/03/2022;complet;dev_integral;282,89;39509-517
F;36;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;11.0;Highly Urban/ Urban;25/03/2022;complet;dev_express;275,68;54624-518
M;31;Non;Non;Inconnus;Private;Minivan;yes;0;22.0;Highly Urban/ Urban;23/02/2022;complet;dev_integral;334,94;79249-519
F;85;Non;Non;[40k€+];Commercial;z_SUV;no;4;10.0;Highly Urban/ Urban;08/04/2022;complet;dev_premium;517,07;13684-520
M;71;Non;Non;[40k€+];Private;Minivan;no;0;;Highly Urban/ Urban;25/02/2022;complet;dev_integral;336,76;63671-521
F;70;Non;Non;[20k€, 40k€];Private;z_SUV;no;2;8.0;Highly Urban/ Urban;07/02/2022;complet;dev_integral;285,04;98372-522
M;6;Oui;Oui;[0, 20k€];Commercial;Minivan;no;0;4.0;z_Highly Rural/ Rural;01/04/2022;complet;dev_integral;315,15;48559-523
M;18;Non;Non;[40k€+];Private;Minivan;no;3;;Highly Urban/ Urban;25/05/2022;complet;dev_express;269,36;67544-524
F;82;Non;Non;[20k€, 40k€];Private;z_SUV;no;5;7.0;Highly Urban/ Urban;21/04/2022;complet;dev_express;261,39;56611-525
F;61;Non;Non;[20k€, 40k€];Private;Minivan;yes;0;1.0;Highly Urban/ Urban;31/05/2022;complet;dev_premium;341,99;73339-526
M;34;Non;Non;Inconnus;Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;19/02/2022;complet;dev_express;271,28;39491-527
F;62;Oui;Oui;[40k€+];Private;z_SUV;no;9;6.0;Highly Urban/ Urban;23/05/2022;complet;dev_integral;332,42;21094-528
M;86;Non;Oui;[40k€+];Commercial;Pickup;no;0;4.0;z_Highly Rural/ Rural;24/02/2022;complet;dev_integral;322,96;31527-529
M;84;Non;Oui;[40k€+];Private;Sports Car;no;0;;Highly Urban/ Urban;28/05/2022;complet;dev_express;277,92;85036-530
F;79;Non;Non;[20k€, 40k€];Private;Minivan;no;0;9.0;Highly Urban/ Urban;18/05/2022;complet;dev_express;251,69;18393-531
M;56;Non;Oui;[20k€, 40k€];Commercial;Panel Truck;yes;4;1.0;Highly Urban/ Urban;12/03/2022;complet;dev_express;284,6;61522-532
M;54;Oui;Oui;[40k€+];Commercial;Pickup;yes;2;8.0;z_Highly Rural/ Rural;06/03/2022;complet;dev_express;262,22;83566-533
M;91;Non;Non;Inconnus;Commercial;Pickup;yes;3;1.0;Highly Urban/ Urban;04/03/2022;complet;dev_express;283,8;72424-534
M;73;Non;Oui;[40k€+];Commercial;Pickup;yes;2;13.0;z_Highly Rural/ Rural;10/05/2022;complet;dev_premium;393,63;43463-535
M;48;Non;Oui;Inconnus;Private;Pickup;yes;3;9.0;Highly Urban/ Urban;08/04/2022;complet;dev_express;280,57;20658-536
F;60;Non;Non;[40k€+];Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;20/01/2022;complet;dev_express;268,71;32716-537
F;68;Non;Oui;Inconnus;Private;Minivan;yes;2;;z_Highly Rural/ Rural;06/01/2022;complet;dev_express;253,2;45765-538
F;38;Non;Oui;[0, 20k€];Private;Sports Car;no;2;8.0;z_Highly Rural/ Rural;07/01/2022;complet;dev_integral;289,94;98471-539
F;51;Non;Non;[20k€, 40k€];Private;Pickup;yes;1;1.0;Highly Urban/ Urban;04/05/2022;complet;dev_express;284,96;91930-540
M;7;Non;Non;[40k€+];Private;Pickup;no;2;15.0;Highly Urban/ Urban;05/05/2022;complet;dev_integral;332,61;72179-541
F;6;Oui;Oui;[40k€+];Private;Sports Car;no;7;18.0;Highly Urban/ Urban;14/03/2022;complet;dev_express;275,26;87501-542
M;90;Non;Non;[40k€+];Private;Minivan;no;2;12.0;Highly Urban/ Urban;13/02/2022;complet;dev_express;251,14;91872-543
M;88;Non;Non;[20k€, 40k€];Private;Minivan;yes;0;17.0;z_Highly Rural/ Rural;27/03/2022;complet;dev_integral;306,94;41932-544
F;58;Non;Non;[40k€+];Private;Sports Car;no;0;1.0;Highly Urban/ Urban;02/02/2022;complet;dev_integral;301,48;77759-545
F;85;Oui;Oui;[40k€+];Commercial;Panel Truck;yes;0;14.0;z_Highly Rural/ Rural;22/05/2022;complet;dev_integral;310,27;10927-546
M;60;Non;Non;[20k€, 40k€];Private;Sports Car;no;2;9.0;Highly Urban/ Urban;03/02/2022;complet;dev_integral;281,05;40489-547
M;29;Non;Non;[20k€, 40k€];Private;z_SUV;no;3;7.0;Highly Urban/ Urban;17/04/2022;complet;dev_express;251,67;13191-548
F;70;Non;Non;[40k€+];Private;Sports Car;no;0;9.0;Highly Urban/ Urban;30/01/2022;complet;dev_integral;284,24;56072-549
M;74;Non;Non;[40k€+];Private;z_SUV;no;3;12.0;Highly Urban/ Urban;04/01/2022;complet;dev_integral;282,57;91682-550
F;31;Non;Oui;[40k€+];Private;Pickup;yes;2;11.0;z_Highly Rural/ Rural;20/02/2022;complet;dev_premium;469,2;47025-551
M;39;Non;Non;[40k€+];Private;z_SUV;no;0;18.0;Highly Urban/ Urban;22/03/2022;complet;dev_integral;320,68;20342-552
M;73;Non;Non;Inconnus;Private;Sports Car;no;0;20.0;Highly Urban/ Urban;14/04/2022;complet;dev_integral;304,81;24051-553
M;87;Non;Non;[20k€, 40k€];Commercial;z_SUV;no;4;9.0;Highly Urban/ Urban;28/03/2022;complet;dev_integral;304,92;39141-554
M;47;Non;Non;[40k€+];Commercial;z_SUV;no;0;5.0;Highly Urban/ Urban;15/01/2022;complet;dev_integral;309,89;73018-555
M;93;Oui;Oui;[40k€+];Commercial;Pickup;no;1;7.0;Highly Urban/ Urban;30/03/2022;complet;dev_express;256,82;79600-556
M;17;Non;Non;Inconnus;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;03/04/2022;complet;dev_express;278,42;93068-557
M;6;Non;Oui;[40k€+];Private;Minivan;no;0;;Highly Urban/ Urban;11/04/2022;complet;dev_integral;327,03;35271-558
F;67;Non;Non;[0, 20k€];Commercial;Panel Truck;yes;0;;Highly Urban/ Urban;18/05/2022;complet;dev_integral;305,08;59160-559
M;91;Non;Non;[0, 20k€];Private;Pickup;yes;4;1.0;Highly Urban/ Urban;02/04/2022;complet;dev_integral;322,35;25832-560
M;3;Non;Non;[40k€+];Private;Minivan;yes;0;19.0;Highly Urban/ Urban;09/03/2022;complet;dev_express;266,19;25510-561
M;19;Non;Non;[0, 20k€];Private;Sports Car;no;0;10.0;Highly Urban/ Urban;13/04/2022;complet;dev_integral;338;41744-562
M;36;Non;Non;[40k€+];Commercial;Van;yes;3;18.0;Highly Urban/ Urban;14/03/2022;complet;dev_integral;335,82;19344-563
M;53;Non;Oui;[20k€, 40k€];Private;Minivan;no;1;10.0;Highly Urban/ Urban;12/05/2022;complet;dev_express;284,54;85837-564
F;25;Non;Oui;[0, 20k€];Private;Van;no;0;1.0;Highly Urban/ Urban;01/01/2022;complet;dev_integral;291,93;42953-565
M;27;Oui;Oui;[40k€+];Private;z_SUV;no;4;16.0;Highly Urban/ Urban;25/05/2022;complet;dev_express;254,31;21569-566
F;58;Non;Non;[0, 20k€];Private;z_SUV;no;0;9.0;Highly Urban/ Urban;16/05/2022;complet;dev_express;265,89;28380-567
M;15;Oui;Oui;[0, 20k€];Private;Pickup;no;1;7.0;Highly Urban/ Urban;27/02/2022;complet;dev_integral;308,37;45596-568
F;87;Non;Non;[40k€+];Private;Pickup;no;0;15.0;Highly Urban/ Urban;09/03/2022;complet;dev_integral;299,31;80790-569
M;32;Non;Non;[40k€+];Private;z_SUV;no;4;13.0;Highly Urban/ Urban;31/05/2022;complet;dev_express;274,77;31585-570
F;63;Non;Non;[40k€+];Private;Minivan;no;0;14.0;Highly Urban/ Urban;02/03/2022;complet;dev_premium;352,18;82696-571
F;23;Non;Oui;[40k€+];Commercial;Panel Truck;yes;0;24.0;Highly Urban/ Urban;24/04/2022;complet;dev_premium;519,58;88796-572
F;68;Non;Non;[0, 20k€];Commercial;Pickup;no;3;10.0;Highly Urban/ Urban;21/01/2022;complet;dev_express;284,6;60491-573
F;74;Non;Non;[40k€+];Private;z_SUV;no;4;13.0;Highly Urban/ Urban;07/03/2022;complet;dev_express;264,65;34478-574
F;9;Non;Non;[0, 20k€];Private;Pickup;yes;0;17.0;z_Highly Rural/ Rural;31/05/2022;complet;dev_express;284,87;17600-575
M;86;Non;Oui;[40k€+];Commercial;Van;yes;4;8.0;Highly Urban/ Urban;13/05/2022;complet;dev_integral;297,92;59731-576
F;65;Non;Non;[40k€+];Private;Pickup;yes;0;15.0;Highly Urban/ Urban;23/05/2022;complet;dev_integral;291,25;45707-577
M;18;Non;Non;[0, 20k€];Commercial;Minivan;no;1;10.0;Highly Urban/ Urban;11/05/2022;complet;dev_express;284,38;40264-578
